,transaction_id,transaction_datetime,customer_id,product_id,product_lvl1,product_lvl2,product_lvl3,product_lvl4,brand,price,description,rating,num_sold,quantity,unit_price,total_amount,payment_id,promotion_id,transaction_status,transaction_type,store_id
8937,8937,2022-01-22 15:29:09,5759,52,Thương mại điện tử,Máy ảnh,Máy ảnh mirrorless,Sony Alpha A7III,Sony,33000000,Máy ảnh Sony Alpha A7III - Chụp ảnh chuyên nghiệp và quay video 4K.,3.5,71,0,33000000,0,,,Đã giao hàng,Thẻ ghi nợ,8354
8938,8938,2022-12-29 13:43:38,4260,43,Siêu thị đồ ăn,Thực phẩm đóng gói,Snack,Snack hạt điều,Nutty Bites,25000,Snack hạt điều Nutty Bites - Ăn vặt ngon miệng và bổ dưỡng.,2.7,1642,18,25000,450000,8938.0,8938.0,Đã hủy,Thẻ ghi nợ,8861
8939,8939,2022-08-05 01:50:51,8001,26,Siêu thị đồ ăn,Thực phẩm tươi sống,Hoa quả,Xoài,Tropical Fruits,30000,Xoài Tropical Fruits - Ngọt ngon và giàu vitamin C.,,1351,3,30000,90000,8939.0,8939.0,Đã tiếp nhận,Thẻ ghi nợ,8706
8940,8940,2022-04-21 09:20:03,3957,130,Điện thoại di động,Smartphone,iPhone,iPhone 13 Pro,Apple,26990000,iPhone 13 Pro 128GB - Máy tính di động hàng đầu của Apple.,4.8,85,14,26990000,377860000,8940.0,8940.0,Đã tiếp nhận,Thẻ tín dụng,8768
8941,8941,2020-11-02 15:29:05,3766,74,Siêu thị,Thực phẩm tươi sống,Thịt lợn,Thịt lợn tươi,Local Meats,120000,Thịt lợn tươi Local Meats - Tươi ngon và thơm ngon.,3.3,836,3,120000,360000,8941.0,8941.0,Đã giao hàng,Thanh toán trực tuyến,8994
8942,8942,2022-07-31 16:24:42,9938,84,Siêu thị đồ ăn,Thực phẩm đóng gói,Sữa chua,Sữa chua thanh long,Yogurt Delights,12000,Sữa chua thanh long Yogurt Delights - Kết hợp vị chua ngọt thơm lừng.,4.7,823,0,12000,0,,,Đã từ chối,Thẻ ghi nợ,8341
8943,8943,2022-12-16 14:41:22,1081,20,Sách,Sách tự lực,Sách lập kế hoạch,Kế Hoạch Thành Công,Nhã Nam,89000,Sách lập kế hoạch 'Kế Hoạch Thành Công' - Hướng dẫn xây dựng kế hoạch đạt đích thành công.,4.9,1492,1,89000,89000,8943.0,8943.0,Đã giao hàng,Thanh toán,8817
8944,8944,2022-01-24 03:22:20,9894,116,Thương mại điện tử,Máy ảnh,Máy ảnh DSLR,Canon EOS 90D,Canon,25000000,Máy ảnh Canon EOS 90D - Chụp ảnh chất lượng cao và quay video 4K.,4.7,1361,1,25000000,25000000,,8944.0,Đã giao hàng,Mua hàng,8768
8945,8945,2022-04-01 14:28:20,1176,84,Siêu thị đồ ăn,Thực phẩm đóng gói,Sữa chua,Sữa chua thanh long,Yogurt Delights,12000,Sữa chua thanh long Yogurt Delights - Kết hợp vị chua ngọt thơm lừng.,4.7,823,1,12000,12000,8945.0,8945.0,Đã hủy,Mua hàng,8872
8946,8946,2022-08-23 00:43:22,7195,97,Siêu thị,Đồ uống,Bia,Bia Tiger,Tiger Beer,25000,Bia Tiger Tiger Beer - Vị đậm đà và thơm ngon.,4.8,183,0,25000,0,8946.0,8946.0,Đang xử lý,Thẻ tín dụng,8236
8947,8947,2013-06-24 05:35:37,3444,92,Thương mại điện tử,Máy tính bảng,iPad,iPad Pro,Apple,20000000,iPad Pro - Màn hình Retina chất lượng cao và hiệu năng mạnh mẽ.,4.9,1532,0,20000000,0,8947.0,,Đã tiếp nhận,Mua hàng,8749
8948,8948,2020-10-12 19:12:45,7161,127,Siêu thị đồ ăn,Thực phẩm đóng gói,Mì gói,Mì gói hương gà,Nissin,8000,Mì gói hương gà Nissin - Ăn liền nhanh chóng và tiện lợi.,4.7,519,1,8000,8000,,8948.0,Đã tiếp nhận,Thanh toán trực tuyến,8195
8949,8949,2019-03-06 22:10:43,5768,135,Rau củ,Rau,Cải bó xôi,Cải bó xôi xanh,Natural Harvest,18000,Cải bó xôi xanh Natural Harvest - Tươi ngon và giàu vitamin K.,4.5,410,13,18000,234000,8949.0,8949.0,Đã giao hàng,Thanh toán,8182
8950,8950,2020-09-19 09:12:16,6996,120,Tiêu dùng nhanh,Đồ ăn nhẹ,Bánh quy,Bánh quy socola,Sweet Treats,15000,Bánh quy socola Sweet Treats - Ăn vặt ngọt ngào và thơm ngon.,4.9,761,7,15000,105000,8950.0,8950.0,Đang xử lý,Thẻ ghi nợ,8549
8951,8951,2022-05-09 03:15:53,9813,70,Rau củ,Rau,Cải ngọt,Cải ngọt trắng,Farmers' Market,15000,Cải ngọt trắng Farmers' Market - Tươi ngon và giàu chất dinh dưỡng.,4.7,917,2,15000,30000,,,Đã hủy,Thẻ ghi nợ,8324
8952,8952,2022-07-18 01:19:08,8998,132,Thương mại điện tử,Máy nghe nhạc,Tai nghe,Tai nghe không dây AirPods Pro,Apple,4000000,Tai nghe không dây AirPods Pro - Chất lượng âm thanh và chống ồn tốt.,2.7,200,1,4000000,4000000,8952.0,,Đã giao hàng,Mua hàng,8186
8953,8953,2022-12-18 06:30:05,5407,131,Thể thao và Dã ngoại,Xe đạp đua,Xe đạp đua địa hình,Xe đạp đua địa hình Trek Procaliber,Trek,24990000,Xe đạp đua địa hình Trek Procaliber - Sự lựa chọn hàng đầu của những tay đua chuyên nghiệp.,4.9,423,0,24990000,0,8953.0,8953.0,Đã giao hàng,Thanh toán,8807
8954,8954,2017-05-04 05:08:23,3866,10,Quần áo,Quần jeans,Quần jeans nam,Quần jeans nam Levi's,Levi's,800000,Quần jeans nam Levi's - Chất liệu và kiểu dáng đẳng cấp.,4.8,618,6,800000,4800000,8954.0,,Đã giao hàng,Thanh toán trực tuyến,8082
8955,8955,2022-12-06 05:45:23,1189,113,Tiêu dùng nhanh,Đồ ăn nhanh,Pizza,Pizza phô mai,Pizza Express,65000,Pizza phô mai Pizza Express - Hương vị béo ngậy và thơm ngon.,3.0,1631,9,65000,585000,8955.0,,Thành công,Hoàn tiền,8157
8956,8956,2019-12-31 17:26:15,4582,26,Siêu thị đồ ăn,Thực phẩm tươi sống,Hoa quả,Xoài,Tropical Fruits,30000,Xoài Tropical Fruits - Ngọt ngon và giàu vitamin C.,,1351,2,30000,60000,8956.0,,Thành công,Mua hàng,8219
8957,8957,2022-03-27 00:49:54,518,70,Rau củ,Rau,Cải ngọt,Cải ngọt trắng,Farmers' Market,15000,Cải ngọt trắng Farmers' Market - Tươi ngon và giàu chất dinh dưỡng.,4.7,917,1,15000,15000,8957.0,,Đã giao hàng,Thẻ ghi nợ,8771
8958,8958,2018-07-21 17:49:04,3381,32,Đồ chơi và Trò chơi,Xếp hình,Xếp hình 3D,Xếp hình 3D Big Ben,Ravensburger,590000,Xếp hình 3D Big Ben Ravensburger - Giải trí và thư giãn cho cả gia đình.,2.6,657,0,590000,0,8958.0,,Thành công,Mua hàng,8041
8959,8959,2019-07-24 02:12:03,6715,115,Đồ ăn,Thực phẩm đóng hộp,Thịt xông khói,Thịt xông khói Gà,Delimondo,65000,Thịt xông khói Gà Delimondo - Hương vị đặc trưng của Philippines.,4.6,1950,1,65000,65000,,8959.0,Đã tiếp nhận,Thanh toán,8990
8960,8960,2021-12-25 20:57:05,7969,56,Điện gia dụng,Tivi,Tivi 4K,Tivi 4K 55 inch,LG,8990000,Tivi 4K 55 inch LG - Trải nghiệm hình ảnh siêu nét.,4.7,1007,1,8990000,8990000,8960.0,,Đã tiếp nhận,Mua hàng,8576
8961,8961,2022-12-30 11:36:48,456,128,Điện gia dụng,Tủ lạnh,Tủ lạnh 2 cửa,Tủ lạnh 2 cửa Samsung,Samsung,8990000,Tủ lạnh 2 cửa Samsung - Bảo quản thực phẩm tươi ngon.,4.7,178,0,8990000,0,,8961.0,Đã giao hàng,Mua hàng,8380
8962,8962,2022-11-24 23:10:26,2612,48,Sách,Sách tiểu thuyết,Tiểu thuyết lịch sử,Bóng Ma Trên Xương,NXB Trẻ,89000,Tiểu thuyết lịch sử 'Bóng Ma Trên Xương' - Cuốn sách hấp dẫn và lôi cuốn.,4.7,1345,0,89000,0,,8962.0,Đã giao hàng,Thanh toán,8642
8963,8963,2019-11-11 17:50:34,9297,136,Tiêu dùng nhanh,Đồ uống,Cà phê,Cà phê đen,Coffee Time,35000,Cà phê đen Coffee Time - Hương vị đậm đà và sảng khoái.,4.9,272,1,35000,35000,8963.0,8963.0,Đã giao hàng,Mua hàng,8160
8964,8964,2022-01-14 17:40:53,6091,6,Thương mại điện tử,Điện thoại di động,Điện thoại iPhone,iPhone 13 Pro,Apple,33000000,Điện thoại iPhone 13 Pro - Thiết kế tinh tế và hiệu năng mạnh mẽ.,4.9,1404,1,33000000,33000000,8964.0,8964.0,Đang xử lý,Thanh toán,8820
8965,8965,2022-05-16 10:03:31,5163,144,Máy ảnh và Máy quay phim,Máy quay phim,Máy quay phim 4K,Máy quay phim 4K Panasonic Lumix GH5,Panasonic,27990000,Máy quay phim 4K Panasonic Lumix GH5 - Quay phim chuyên nghiệp.,4.9,1232,0,27990000,0,8965.0,,Đã hủy,Thẻ tín dụng,8963
8966,8966,2018-02-15 04:45:04,1802,81,Máy ảnh và Máy quay phim,Máy ảnh chuyên nghiệp,Máy ảnh chuyên nghiệp DSLR,Máy ảnh chuyên nghiệp DSLR Canon EOS 5D Mark IV,Canon,56490000,Máy ảnh chuyên nghiệp DSLR Canon EOS 5D Mark IV - Chất lượng hình ảnh tuyệt vời.,4.9,147,5,56490000,282450000,,,Đã giao hàng,Thẻ tín dụng,8760
8967,8967,2022-04-09 02:25:07,6957,85,Siêu thị đồ ăn,Thực phẩm đông lạnh,Thịt viên,Thịt viên xúc xích,Vietnamese Delights,45000,Thịt viên xúc xích Vietnamese Delights - Ăn liền tiện lợi và ngon miệng.,2.0,234,14,45000,630000,8967.0,,Đã hủy,Thẻ tín dụng,8334
8968,8968,2022-02-13 22:42:30,1091,137,Làm đẹp và Chăm sóc cá nhân,Máy tạo kiểu tóc,Máy tạo kiểu tóc 2 trong 1,Máy tạo kiểu tóc 2 trong 1 Philips,Philips,549000,Máy tạo kiểu tóc 2 trong 1 Philips - Tạo kiểu tóc dễ dàng.,4.7,977,1,549000,549000,8968.0,8968.0,Đã xác nhận,Thanh toán trực tuyến,8169
8969,8969,2022-09-16 02:11:04,6653,139,Rau củ,Rau,Rau muống,Rau muống sạch,Local Farms,10000,Rau muống sạch Local Farms - Tươi ngon và giàu vitamin A.,4.6,1627,0,10000,0,8969.0,,Đã giao hàng,Mua hàng,8328
8970,8970,2022-03-24 04:04:21,583,27,Điện thoại di động,Smartphone,Galaxy,Galaxy S21,Samsung,17990000,Samsung Galaxy S21 128GB - Sự tiếp nối xuất sắc trong dòng Galaxy S.,4.7,1554,0,17990000,0,8970.0,8970.0,Thành công,Mua hàng,8427
8971,8971,2022-04-30 00:32:18,8144,22,Siêu thị đồ ăn,Thực phẩm đóng gói,Bánh quy,Bánh quy sữa,Biscuit Masters,15000,Bánh quy sữa Biscuit Masters - Ăn vặt ngon miệng.,4.7,321,0,15000,0,,8971.0,Đang xử lý,Mua hàng,8257
8972,8972,2022-02-23 16:21:39,5101,12,Phụ kiện điện thoại,Ốp lưng điện thoại,Ốp lưng điện thoại iPhone,Ốp lưng điện thoại iPhone Silicone,Apple,490000,Ốp lưng điện thoại iPhone Silicone - Bảo vệ an toàn cho iPhone.,4.7,397,0,490000,0,,,Đang xử lý,Hoàn tiền,8447
8973,8973,2020-02-15 19:43:48,6313,30,Siêu thị đồ ăn,Thực phẩm đóng hộp,Thịt xông khói,Thịt xông khói Gà,Delimondo,65000,Thịt xông khói Gà Delimondo - Hương vị đặc trưng của Philippines.,5.0,726,10,65000,650000,8973.0,8973.0,Đã giao hàng,Mua hàng,8670
8974,8974,2020-12-01 19:19:41,976,126,Đồng hồ,Đồng hồ nữ,Đồng hồ nữ dây da,Đồng hồ nữ dây da Daniel Wellington,Daniel Wellington,2799000,Đồng hồ nữ dây da Daniel Wellington - Phong cách tinh tế và thanh lịch.,2.3,82,0,2799000,0,8974.0,,Thành công,Hoàn tiền,8864
8975,8975,2022-11-26 17:17:20,8418,47,Rau củ,Rau,Bắp cải,Bắp cải xanh,Healthy Greens,22000,Bắp cải xanh Healthy Greens - Tươi ngon và giàu chất chống oxy hóa.,1.7,318,16,22000,352000,8975.0,8975.0,Đã tiếp nhận,Hoàn tiền,8931
8976,8976,2022-03-10 17:40:44,4016,28,Rau củ,Rau,Cà rốt,Cà rốt sạch,Local Farms,15000,Cà rốt sạch Local Farms - Tươi ngon và giàu vitamin A.,4.8,135,1,15000,15000,8976.0,,Đã tiếp nhận,Mua hàng,8486
8977,8977,2022-01-25 02:32:21,2730,21,Siêu thị đồ ăn,Đồ uống,Bia,Bia Heineken,Heineken,22000,Bia Heineken - Vị đậm đà và ngon miệng.,4.8,330,0,22000,0,8977.0,,Đã giao hàng,Thẻ tín dụng,8493
8978,8978,2022-01-20 03:22:15,1522,139,Rau củ,Rau,Rau muống,Rau muống sạch,Local Farms,10000,Rau muống sạch Local Farms - Tươi ngon và giàu vitamin A.,4.6,1627,16,10000,160000,8978.0,8978.0,Đã tiếp nhận,Mua hàng,8596
8979,8979,2022-05-30 01:48:49,8909,4,Đồ chơi và Trò chơi,Lego,Lego Creator,Lego Creator Expert,Lego,1499000,Lego Creator Expert - Bộ lắp ráp cổ điển với độ khó cao.,4.5,1993,19,1499000,28481000,8979.0,8979.0,Thành công,Mua hàng,8606
8980,8980,2021-05-29 14:25:01,5564,126,Đồng hồ,Đồng hồ nữ,Đồng hồ nữ dây da,Đồng hồ nữ dây da Daniel Wellington,Daniel Wellington,2799000,Đồng hồ nữ dây da Daniel Wellington - Phong cách tinh tế và thanh lịch.,2.3,82,1,2799000,2799000,8980.0,,Đã giao hàng,Thanh toán,8727
8981,8981,2022-04-15 09:41:02,2765,14,Siêu thị đồ ăn,Thực phẩm đóng gói,Chips,Chips khoai tây,Crispy Crunch,18000,Chips khoai tây Crispy Crunch - Ăn vặt thú vị và hấp dẫn.,4.9,1230,1,18000,18000,8981.0,8981.0,Đã xác nhận,Thẻ ghi nợ,8903
8982,8982,2022-10-20 02:19:12,8888,128,Điện gia dụng,Tủ lạnh,Tủ lạnh 2 cửa,Tủ lạnh 2 cửa Samsung,Samsung,8990000,Tủ lạnh 2 cửa Samsung - Bảo quản thực phẩm tươi ngon.,4.7,178,15,8990000,134850000,8982.0,,Đang xử lý,Hoàn tiền,8585
8983,8983,2020-05-26 21:05:39,6278,30,Siêu thị đồ ăn,Thực phẩm đóng hộp,Thịt xông khói,Thịt xông khói Gà,Delimondo,65000,Thịt xông khói Gà Delimondo - Hương vị đặc trưng của Philippines.,5.0,726,0,65000,0,,,Thành công,Thẻ ghi nợ,8192
8984,8984,2022-12-01 20:12:30,9132,126,Đồng hồ,Đồng hồ nữ,Đồng hồ nữ dây da,Đồng hồ nữ dây da Daniel Wellington,Daniel Wellington,2799000,Đồng hồ nữ dây da Daniel Wellington - Phong cách tinh tế và thanh lịch.,2.3,82,1,2799000,2799000,8984.0,8984.0,Đã giao hàng,Mua hàng,8296
8985,8985,2022-12-14 06:19:59,2425,46,Đèn trang trí và Chiếu sáng,Đèn trần,Đèn trần phòng khách,Đèn trần phòng khách hiện đại,Artemide,2599000,Đèn trần phòng khách hiện đại Artemide - Tạo điểm nhấn cho phòng khách.,3.0,1876,18,2599000,46782000,,8985.0,Đã giao hàng,Hoàn tiền,8794
8986,8986,2021-07-23 13:39:20,8511,19,Tiêu dùng nhanh,Đồ uống,Nước ngọt,Nước ngọt Pepsi,PepsiCo,12000,Nước ngọt Pepsi PepsiCo - Hương vị cổ điển và sảng khoái.,4.7,472,6,12000,72000,,8986.0,Đang xử lý,Mua hàng,8870
8987,8987,2019-04-13 11:10:10,1016,63,Đồ ăn,Thực phẩm đóng gói,Kẹo,Kẹo sữa dừa,Orion,12000,Kẹo sữa dừa Orion - Vị ngọt dịu dàng thơm mát.,4.6,1060,0,12000,0,,8987.0,Đã tiếp nhận,Thanh toán,8224
8988,8988,2018-10-10 21:52:39,8472,109,Phụ kiện điện thoại,Pin dự phòng,Pin dự phòng 10000mAh,Pin dự phòng 10000mAh Anker,Anker,690000,Pin dự phòng 10000mAh Anker - Sạc nhanh và tiện lợi.,2.8,1291,1,690000,690000,8988.0,8988.0,Đã hủy,Mua hàng,8744
8989,8989,2022-01-30 23:16:06,8261,126,Đồng hồ,Đồng hồ nữ,Đồng hồ nữ dây da,Đồng hồ nữ dây da Daniel Wellington,Daniel Wellington,2799000,Đồng hồ nữ dây da Daniel Wellington - Phong cách tinh tế và thanh lịch.,2.3,82,18,2799000,50382000,,,Đã giao hàng,Mua hàng,8864
8990,8990,2022-05-03 07:30:59,8161,111,Siêu thị,Thực phẩm đóng hộp,Mì gói,Mì gói hải sản,Instant Noodles,12000,Mì gói hải sản Instant Noodles - Ăn nhanh tiện lợi và thơm ngon.,4.6,906,0,12000,0,8990.0,8990.0,Đã hoàn trả,Thẻ tín dụng,8350
8991,8991,2022-12-20 02:41:13,4180,47,Rau củ,Rau,Bắp cải,Bắp cải xanh,Healthy Greens,22000,Bắp cải xanh Healthy Greens - Tươi ngon và giàu chất chống oxy hóa.,1.7,318,12,22000,264000,8991.0,8991.0,Đã tiếp nhận,Mua hàng,8028
8992,8992,2022-04-24 16:04:39,8212,145,Sách,Sách triết học,Triết lý cuộc sống,Từ Tốt Đến Vĩ Đại,Jim Collins,89000,Sách triết học 'Từ Tốt Đến Vĩ Đại' của Jim Collins - Cuốn sách giúp doanh nghiệp phát triển và thành công.,4.7,1119,15,89000,1335000,8992.0,,Đã hoàn trả,Thẻ tín dụng,8441
8993,8993,2022-12-04 03:59:02,2286,60,Siêu thị,Thực phẩm đóng gói,Bánh mỳ,Bánh mỳ sữa,Bakery Delights,15000,Bánh mỳ sữa Bakery Delights - Ăn sáng ngon lành và no nê.,4.7,302,0,15000,0,8993.0,8993.0,Đã tiếp nhận,Thanh toán trực tuyến,8854
8994,8994,2022-11-29 12:43:07,9781,31,Thời trang Nam/Nữ,Đầm,Đầm nữ,Đầm nữ dự tiệc,H&M,790000,Đầm nữ dự tiệc H&M - Nổi bật và quyến rũ trong bất kỳ buổi tiệc nào.,4.6,1419,0,790000,0,8994.0,8994.0,Đã hủy,Thanh toán,8350
8995,8995,2022-05-14 13:58:33,7492,133,Siêu thị,Thực phẩm đóng hộp,Sữa đặc,Sữa đặc hộp pha,Nestle,35000,Sữa đặc hộp pha Nestle - Thơm ngon và bổ dưỡng.,3.7,1657,4,35000,140000,,8995.0,Đã hủy,Thanh toán trực tuyến,8438
8996,8996,2019-08-31 21:02:09,5508,118,Siêu thị,Thực phẩm tươi sống,Trứng,Trứng gà đồng,Free-range Eggs,25000,Trứng gà đồng Free-range Eggs - Tươi ngon và dinh dưỡng cao.,4.7,1085,0,25000,0,8996.0,,Đã giao hàng,Thẻ tín dụng,8207
8997,8997,2021-07-31 15:27:57,4844,144,Máy ảnh và Máy quay phim,Máy quay phim,Máy quay phim 4K,Máy quay phim 4K Panasonic Lumix GH5,Panasonic,27990000,Máy quay phim 4K Panasonic Lumix GH5 - Quay phim chuyên nghiệp.,4.9,1232,19,27990000,531810000,8997.0,,Đang xử lý,Mua hàng,8463
8998,8998,2022-11-03 14:56:34,9280,14,Siêu thị đồ ăn,Thực phẩm đóng gói,Chips,Chips khoai tây,Crispy Crunch,18000,Chips khoai tây Crispy Crunch - Ăn vặt thú vị và hấp dẫn.,4.9,1230,0,18000,0,8998.0,,Thành công,Thẻ ghi nợ,8383
8999,8999,2022-10-28 22:07:56,2061,84,Siêu thị đồ ăn,Thực phẩm đóng gói,Sữa chua,Sữa chua thanh long,Yogurt Delights,12000,Sữa chua thanh long Yogurt Delights - Kết hợp vị chua ngọt thơm lừng.,4.7,823,10,12000,120000,8999.0,,Đã giao hàng,Hoàn tiền,8355
9000,9000,2020-01-21 04:00:24,1236,37,Giày dép và Phụ kiện,Giày cao gót,Giày cao gót nữ,Giày cao gót nữ mũi nhọn,Jimmy Choo,7599000,Giày cao gót nữ mũi nhọn Jimmy Choo - Sự thanh lịch và quyến rũ.,,1738,6,7599000,45594000,9000.0,,Đã tiếp nhận,Mua hàng,8700
9001,9001,2022-12-31 14:04:38,4167,76,Máy giặt và Máy sấy,Máy sấy,Máy sấy Electrolux,Máy sấy Electrolux EDP-2074PDW,Electrolux,6990000,Máy sấy Electrolux EDP-2074PDW - Sấy khô nhanh chóng và hiệu quả.,4.7,1463,5,6990000,34950000,9001.0,,Thành công,Thẻ tín dụng,8177
9002,9002,2022-12-18 21:45:16,1804,140,Sách,Sách tiểu thuyết,Tiểu thuyết tình yêu,Người Đàn Bà Bí Ẩn,Kim Đồng,79000,Tiểu thuyết tình yêu 'Người Đàn Bà Bí Ẩn' - Câu chuyện lãng mạn và cảm động.,5.0,572,2,79000,158000,9002.0,9002.0,Đã xác nhận,Thẻ tín dụng,8299
9003,9003,2022-08-25 18:37:18,8006,28,Rau củ,Rau,Cà rốt,Cà rốt sạch,Local Farms,15000,Cà rốt sạch Local Farms - Tươi ngon và giàu vitamin A.,4.8,135,12,15000,180000,9003.0,9003.0,Đã giao hàng,Hoàn tiền,8362
9004,9004,2022-02-16 19:47:20,4616,136,Tiêu dùng nhanh,Đồ uống,Cà phê,Cà phê đen,Coffee Time,35000,Cà phê đen Coffee Time - Hương vị đậm đà và sảng khoái.,4.9,272,6,35000,210000,9004.0,,Đã hoàn trả,Mua hàng,8289
9005,9005,2019-10-27 20:40:14,1156,69,Siêu thị,Thực phẩm đóng hộp,Mì gói,Mì gói hải sản,Instant Noodles,12000,Mì gói hải sản Instant Noodles - Ăn nhanh tiện lợi và thơm ngon.,3.6,162,6,12000,72000,,,Đã xác nhận,Thanh toán,8538
9006,9006,2022-12-28 05:27:27,6241,98,Siêu thị đồ ăn,Thực phẩm tươi sống,Thịt bò,Thịt bò tươi,Local Meats,90000,Thịt bò tươi Local Meats - Tươi ngon và thơm ngon.,3.7,1133,2,90000,180000,9006.0,9006.0,Đã giao hàng,Thẻ ghi nợ,8805
9007,9007,2022-05-22 09:47:15,2483,82,Thương mại điện tử,Máy nghe nhạc,Loa di động,Loa di động JBL Charge 4,JBL,3000000,Loa di động JBL Charge 4 - Âm thanh mạnh mẽ và pin trâu.,4.7,854,2,3000000,6000000,9007.0,,Đã hủy,Mua hàng,8441
9008,9008,2022-09-06 18:44:29,9502,28,Rau củ,Rau,Cà rốt,Cà rốt sạch,Local Farms,15000,Cà rốt sạch Local Farms - Tươi ngon và giàu vitamin A.,4.8,135,6,15000,90000,9008.0,9008.0,Đã tiếp nhận,Thẻ tín dụng,8153
9009,9009,2022-09-29 17:09:06,586,18,Rau củ,Rau,Ớt,Ớt chuông đỏ,Organic Veggies,25000,Ớt chuông đỏ Organic Veggies - Tươi ngon và giàu vitamin C.,1.6,512,0,25000,0,,,Đã giao hàng,Mua hàng,8751
9010,9010,2020-11-08 19:09:08,5376,46,Đèn trang trí và Chiếu sáng,Đèn trần,Đèn trần phòng khách,Đèn trần phòng khách hiện đại,Artemide,2599000,Đèn trần phòng khách hiện đại Artemide - Tạo điểm nhấn cho phòng khách.,3.0,1876,0,2599000,0,9010.0,9010.0,Đã tiếp nhận,Thẻ ghi nợ,8688
9011,9011,2022-04-02 01:55:43,324,13,Thể thao và Dã ngoại,Balo leo núi,Balo leo núi phong cách,Balo leo núi The North Face,The North Face,1990000,Balo leo núi The North Face - Đối tác đáng tin cậy trên mỗi cuộc hành trình.,4.8,854,1,1990000,1990000,,,Đang xử lý,Thẻ tín dụng,8353
9012,9012,2022-12-11 03:51:12,3397,144,Máy ảnh và Máy quay phim,Máy quay phim,Máy quay phim 4K,Máy quay phim 4K Panasonic Lumix GH5,Panasonic,27990000,Máy quay phim 4K Panasonic Lumix GH5 - Quay phim chuyên nghiệp.,4.9,1232,7,27990000,195930000,,,Đang xử lý,Hoàn tiền,8825
